,Demographic,DBN,School Name,Cohort Year,Total Cohort,Total Grads #,Total Grads %,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropout #,Dropout %,Grad Year,fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct,Closest LIU Distance,Num of LIU Near,Distance From HFL,Closest HFV,borough
30,Total Cohort,01M539,NEW EXPLORATIONS INTO SCIENCE  TECHNO,2006,46,46,100.0,46,100.0,100.0,31,67.4,67.4,15,32.6,32.6,0,0.0,0.0,0,0.0,0,0.0,2010,2020,01M539,M539,"New Explorations into Science, Technology and Math",310100011539,DOE,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",2000-07-01T00:00:00.000,Open,M022,111 COLUMBIA STREET,NY,989910.0,201380.0,-73.97958100000001,40.719415999999995,103.0,2.0,2201.0,1003350001.0,MN28,Lower East Side,MARK BERKOWITZ,Principal,212-677-5190,212-260-8124,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,7.0,0.05060341335564978,2333,1.7461659797952687,LEE HEYWARD GROCERY INC,Manhattan
31,Total Cohort,01M650,CASCADES HIGH SCHOOL,2001,86,27,31.4,2,2.3,7.4,0,0.0,0.0,2,2.3,7.4,25,29.1,92.6,47,54.7,11,12.8,2005,2020,01M650,M650,Cascades High School,310100011650,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",1998-01-05T00:00:00.000,Open,M510,198 FORSYTH STREET,NY,986892.0,202472.0,-73.990468,40.722415000000005,103.0,1.0,3601.0,1004220072.0,MN27,Chinatown,Claire Sheehan,Principal,646-654-1261,646-654-1742,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",103.0,5.0,0.09380131743058841,1326,2.3146277055796034,LEE HEYWARD GROCERY INC,Manhattan
32,Total Cohort,01M650,CASCADES HIGH SCHOOL,2002,92,22,23.9,6,6.5,27.3,0,0.0,0.0,6,6.5,27.3,16,17.4,72.7,62,67.4,8,8.7,2006,2020,01M650,M650,Cascades High School,310100011650,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",1998-01-05T00:00:00.000,Open,M510,198 FORSYTH STREET,NY,986892.0,202472.0,-73.990468,40.722415000000005,103.0,1.0,3601.0,1004220072.0,MN27,Chinatown,Claire Sheehan,Principal,646-654-1261,646-654-1742,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",103.0,5.0,0.09380131743058841,1326,2.3146277055796034,LEE HEYWARD GROCERY INC,Manhattan
33,Total Cohort,01M650,CASCADES HIGH SCHOOL,2003,93,27,29.0,7,7.5,25.9,0,0.0,0.0,7,7.5,25.9,20,21.5,74.09999999999998,62,66.7,4,4.3,2007,2020,01M650,M650,Cascades High School,310100011650,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",1998-01-05T00:00:00.000,Open,M510,198 FORSYTH STREET,NY,986892.0,202472.0,-73.990468,40.722415000000005,103.0,1.0,3601.0,1004220072.0,MN27,Chinatown,Claire Sheehan,Principal,646-654-1261,646-654-1742,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",103.0,5.0,0.09380131743058841,1326,2.3146277055796034,LEE HEYWARD GROCERY INC,Manhattan
34,Total Cohort,01M650,CASCADES HIGH SCHOOL,2004,67,28,41.8,10,14.9,35.70000000000001,0,0.0,0.0,10,14.9,35.70000000000001,18,26.9,64.3,31,46.3,7,10.4,2008,2020,01M650,M650,Cascades High School,310100011650,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",1998-01-05T00:00:00.000,Open,M510,198 FORSYTH STREET,NY,986892.0,202472.0,-73.990468,40.722415000000005,103.0,1.0,3601.0,1004220072.0,MN27,Chinatown,Claire Sheehan,Principal,646-654-1261,646-654-1742,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",103.0,5.0,0.09380131743058841,1326,2.3146277055796034,LEE HEYWARD GROCERY INC,Manhattan
35,Total Cohort,01M650,CASCADES HIGH SCHOOL,2005,95,31,32.6,17,17.9,54.8,0,0.0,0.0,17,17.9,54.8,14,14.7,45.2,54,56.8,7,7.4,2009,2020,01M650,M650,Cascades High School,310100011650,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",1998-01-05T00:00:00.000,Open,M510,198 FORSYTH STREET,NY,986892.0,202472.0,-73.990468,40.722415000000005,103.0,1.0,3601.0,1004220072.0,MN27,Chinatown,Claire Sheehan,Principal,646-654-1261,646-654-1742,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",103.0,5.0,0.09380131743058841,1326,2.3146277055796034,LEE HEYWARD GROCERY INC,Manhattan
36,Total Cohort,01M650,CASCADES HIGH SCHOOL,2006,89,49,55.1,36,40.4,73.5,0,0.0,0.0,36,40.4,73.5,13,14.6,26.5,34,38.2,6,6.7,2010,2020,01M650,M650,Cascades High School,310100011650,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",1998-01-05T00:00:00.000,Open,M510,198 FORSYTH STREET,NY,986892.0,202472.0,-73.990468,40.722415000000005,103.0,1.0,3601.0,1004220072.0,MN27,Chinatown,Claire Sheehan,Principal,646-654-1261,646-654-1742,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",103.0,5.0,0.09380131743058841,1326,2.3146277055796034,LEE HEYWARD GROCERY INC,Manhattan
37,Total Cohort,01M696,BARD HIGH SCHOOL EARLY COLLEGE,2001,119,112,94.1,110,92.4,98.2,0,0.0,0.0,110,92.4,98.2,2,1.7,1.8,5,4.2,2,1.7,2005,2020,01M696,M696,Bard High School Early College,310100011696,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,M097,525 EAST HOUSTON STREET,NY,990877.0,200965.0,-73.976093,40.718276,103.0,2.0,1002.0,1003250025.0,MN28,Lower East Side,MICHAEL LERNER,Principal,212-995-8479,212-777-4702,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,7.0,0.19750587489606206,1464,1.5613059600517785,LEE HEYWARD GROCERY INC,Manhattan
38,Total Cohort,01M696,BARD HIGH SCHOOL EARLY COLLEGE,2002,110,104,94.5,103,93.6,99.0,0,0.0,0.0,103,93.6,99.0,1,0.9,1.0,6,5.5,0,0.0,2006,2020,01M696,M696,Bard High School Early College,310100011696,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,M097,525 EAST HOUSTON STREET,NY,990877.0,200965.0,-73.976093,40.718276,103.0,2.0,1002.0,1003250025.0,MN28,Lower East Side,MICHAEL LERNER,Principal,212-995-8479,212-777-4702,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,7.0,0.19750587489606206,1464,1.5613059600517785,LEE HEYWARD GROCERY INC,Manhattan
39,Total Cohort,01M696,BARD HIGH SCHOOL EARLY COLLEGE,2003,126,123,97.6,123,97.6,100.0,0,0.0,0.0,123,97.6,100.0,0,0.0,0.0,2,1.6,1,0.8,2007,2020,01M696,M696,Bard High School Early College,310100011696,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,M097,525 EAST HOUSTON STREET,NY,990877.0,200965.0,-73.976093,40.718276,103.0,2.0,1002.0,1003250025.0,MN28,Lower East Side,MICHAEL LERNER,Principal,212-995-8479,212-777-4702,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,7.0,0.19750587489606206,1464,1.5613059600517785,LEE HEYWARD GROCERY INC,Manhattan
40,Total Cohort,01M696,BARD HIGH SCHOOL EARLY COLLEGE,2004,117,108,92.3,108,92.3,100.0,0,0.0,0.0,108,92.3,100.0,0,0.0,0.0,8,6.8,1,0.9,2008,2020,01M696,M696,Bard High School Early College,310100011696,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,M097,525 EAST HOUSTON STREET,NY,990877.0,200965.0,-73.976093,40.718276,103.0,2.0,1002.0,1003250025.0,MN28,Lower East Side,MICHAEL LERNER,Principal,212-995-8479,212-777-4702,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,7.0,0.19750587489606206,1464,1.5613059600517785,LEE HEYWARD GROCERY INC,Manhattan
41,Total Cohort,01M696,BARD HIGH SCHOOL EARLY COLLEGE,2005,115,107,93.0,107,93.0,100.0,0,0.0,0.0,107,93.0,100.0,0,0.0,0.0,7,6.1,1,0.9,2009,2020,01M696,M696,Bard High School Early College,310100011696,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,M097,525 EAST HOUSTON STREET,NY,990877.0,200965.0,-73.976093,40.718276,103.0,2.0,1002.0,1003250025.0,MN28,Lower East Side,MICHAEL LERNER,Principal,212-995-8479,212-777-4702,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,7.0,0.19750587489606206,1464,1.5613059600517785,LEE HEYWARD GROCERY INC,Manhattan
42,Total Cohort,01M696,BARD HIGH SCHOOL EARLY COLLEGE,2006,139,134,96.4,134,96.4,100.0,0,0.0,0.0,134,96.4,100.0,0,0.0,0.0,4,2.9,1,0.7,2010,2020,01M696,M696,Bard High School Early College,310100011696,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,M097,525 EAST HOUSTON STREET,NY,990877.0,200965.0,-73.976093,40.718276,103.0,2.0,1002.0,1003250025.0,MN28,Lower East Side,MICHAEL LERNER,Principal,212-995-8479,212-777-4702,1,1,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,7.0,0.19750587489606206,1464,1.5613059600517785,LEE HEYWARD GROCERY INC,Manhattan
43,Total Cohort,02M047,47 THE AMERICAN SIGN LANGUAGE AND ENG,2005,24,9,37.5,4,16.7,44.4,0,0.0,0.0,4,16.7,44.4,5,20.8,55.6,9,37.5,3,12.5,2009,2020,02M047,M047,47 The American Sign Language and English Secondar,310200010047,DOE,Special Education,High school,"09,10,11,12,SE","09,10,11,12,SE",1908-07-01T00:00:00.000,Open,M047,223 EAST 23 STREET,NY,989424.0,208287.0,-73.981329,40.738374,106.0,2.0,6400.0,1009040024.0,MN21,Gramercy,WATFA SHAMA,Principal,917-326-6668,917-326-6688,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",106.0,13.0,0.11636472780498984,1141,2.670051945017539,LORIMER DELI FOOD CORP,Manhattan
44,Total Cohort,02M047,47 THE AMERICAN SIGN LANGUAGE AND ENG,2006,25,19,76.0,8,32.0,42.1,0,0.0,0.0,8,32.0,42.1,11,44.0,57.9,4,16.0,1,4.0,2010,2020,02M047,M047,47 The American Sign Language and English Secondar,310200010047,DOE,Special Education,High school,"09,10,11,12,SE","09,10,11,12,SE",1908-07-01T00:00:00.000,Open,M047,223 EAST 23 STREET,NY,989424.0,208287.0,-73.981329,40.738374,106.0,2.0,6400.0,1009040024.0,MN21,Gramercy,WATFA SHAMA,Principal,917-326-6668,917-326-6688,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",106.0,13.0,0.11636472780498984,1141,2.670051945017539,LORIMER DELI FOOD CORP,Manhattan
45,Total Cohort,02M288,FOOD AND FINANCE HIGH SCHOOL,2004,80,53,66.3,50,62.5,94.3,0,0.0,0.0,50,62.5,94.3,3,3.8,5.7,11,13.8,16,20.0,2008,2020,02M288,M288,Food and Finance High School,310200011288,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,ROGER TURGEON,Principal,212-586-2943,212-586-4205,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
46,Total Cohort,02M288,FOOD AND FINANCE HIGH SCHOOL,2005,79,59,74.7,48,60.8,81.4,0,0.0,0.0,48,60.8,81.4,11,13.9,18.6,17,21.5,2,2.5,2009,2020,02M288,M288,Food and Finance High School,310200011288,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,ROGER TURGEON,Principal,212-586-2943,212-586-4205,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
47,Total Cohort,02M288,FOOD AND FINANCE HIGH SCHOOL,2006,102,91,89.2,77,75.5,84.6,0,0.0,0.0,77,75.5,84.6,14,13.7,15.4,5,4.9,3,2.9,2010,2020,02M288,M288,Food and Finance High School,310200011288,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,ROGER TURGEON,Principal,212-586-2943,212-586-4205,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
48,Total Cohort,02M294,ESSEX STREET ACADEMY,2004,96,81,84.4,48,50.0,59.3,0,0.0,0.0,48,50.0,59.3,33,34.4,40.7,10,10.4,5,5.2,2008,2020,02M294,M294,Essex Street Academy,310200011294,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M445,350 GRAND STREET,NY,987208.0,200619.0,-73.989329,40.717329,103.0,1.0,1800.0,1004080030.0,MN27,Chinatown,Wallace Simpson,Principal,212-475-4773,212-674-2058,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",103.0,7.0,0.03570183120182531,2866,2.0663891975136517,LEE HEYWARD GROCERY INC,Manhattan
49,Total Cohort,02M294,ESSEX STREET ACADEMY,2005,70,54,77.09999999999998,53,75.7,98.1,0,0.0,0.0,53,75.7,98.1,1,1.4,1.9,15,21.4,0,0.0,2009,2020,02M294,M294,Essex Street Academy,310200011294,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M445,350 GRAND STREET,NY,987208.0,200619.0,-73.989329,40.717329,103.0,1.0,1800.0,1004080030.0,MN27,Chinatown,Wallace Simpson,Principal,212-475-4773,212-674-2058,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",103.0,7.0,0.03570183120182531,2866,2.0663891975136517,LEE HEYWARD GROCERY INC,Manhattan
50,Total Cohort,02M294,ESSEX STREET ACADEMY,2006,89,64,71.90000000000002,58,65.2,90.6,0,0.0,0.0,58,65.2,90.6,6,6.7,9.4,15,16.9,9,10.1,2010,2020,02M294,M294,Essex Street Academy,310200011294,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M445,350 GRAND STREET,NY,987208.0,200619.0,-73.989329,40.717329,103.0,1.0,1800.0,1004080030.0,MN27,Chinatown,Wallace Simpson,Principal,212-475-4773,212-674-2058,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",103.0,7.0,0.03570183120182531,2866,2.0663891975136517,LEE HEYWARD GROCERY INC,Manhattan
51,Total Cohort,02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,81,59,72.8,39,48.1,66.1,0,0.0,0.0,39,48.1,66.1,20,24.7,33.9,15,18.5,7,8.6,2008,2020,02M296,M296,High School of Hospitality Management,310200011296,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,YVES MOMPOINT JR,Principal,212-586-0963,212-265-1307,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
52,Total Cohort,02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,91,74,81.3,63,69.2,85.1,6,6.6,8.1,57,62.6,77.0,11,12.1,14.9,11,12.1,4,4.4,2009,2020,02M296,M296,High School of Hospitality Management,310200011296,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,YVES MOMPOINT JR,Principal,212-586-0963,212-265-1307,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
53,Total Cohort,02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,75,58,77.3,50,66.7,86.2,1,1.3,1.7,49,65.3,84.5,8,10.7,13.8,11,14.7,5,6.7,2010,2020,02M296,M296,High School of Hospitality Management,310200011296,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,YVES MOMPOINT JR,Principal,212-586-0963,212-265-1307,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
54,Total Cohort,02M298,PACE HIGH SCHOOL,2004,115,98,85.2,98,85.2,100.0,41,35.70000000000001,41.8,57,49.6,58.2,0,0.0,0.0,8,7.0,7,6.1,2008,2020,02M298,M298,Pace High School,310200011298,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M131,100 HESTER STREET,NY,986022.0,200219.0,-73.993607,40.716231,103.0,1.0,1600.0,1003010003.0,MN27,Chinatown,Eric Glatz,Principal,212-334-4663,212-334-4919,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,5.0,0.25305396668896657,2529,2.2269351001369007,LEE HEYWARD GROCERY INC,Manhattan
55,Total Cohort,02M298,PACE HIGH SCHOOL,2005,98,82,83.7,77,78.59999999999998,93.9,13,13.3,15.9,64,65.3,78.0,5,5.1,6.1,13,13.3,2,2.0,2009,2020,02M298,M298,Pace High School,310200011298,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M131,100 HESTER STREET,NY,986022.0,200219.0,-73.993607,40.716231,103.0,1.0,1600.0,1003010003.0,MN27,Chinatown,Eric Glatz,Principal,212-334-4663,212-334-4919,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,5.0,0.25305396668896657,2529,2.2269351001369007,LEE HEYWARD GROCERY INC,Manhattan
56,Total Cohort,02M298,PACE HIGH SCHOOL,2006,92,78,84.8,76,82.6,97.4,39,42.4,50.0,37,40.2,47.4,2,2.2,2.6,6,6.5,4,4.3,2010,2020,02M298,M298,Pace High School,310200011298,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M131,100 HESTER STREET,NY,986022.0,200219.0,-73.993607,40.716231,103.0,1.0,1600.0,1003010003.0,MN27,Chinatown,Eric Glatz,Principal,212-334-4663,212-334-4919,2,2,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",103.0,5.0,0.25305396668896657,2529,2.2269351001369007,LEE HEYWARD GROCERY INC,Manhattan
57,Total Cohort,02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND C,2004,83,57,68.7,53,63.9,93.0,2,2.4,3.5,51,61.4,89.5,4,4.8,7.0,21,25.3,5,6.0,2008,2020,02M300,M300,"Urban Assembly School of Design and Construction,",310200011300,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,Meredith Matson,Principal,212-586-0981,212-586-1731,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
58,Total Cohort,02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND C,2005,79,59,74.7,57,72.2,96.6,4,5.1,6.8,53,67.1,89.8,2,2.5,3.4,13,16.5,3,3.8,2009,2020,02M300,M300,"Urban Assembly School of Design and Construction,",310200011300,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,Meredith Matson,Principal,212-586-0981,212-586-1731,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
59,Total Cohort,02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND C,2006,80,49,61.3,45,56.3,91.8,0,0.0,0.0,45,56.3,91.8,4,5.0,8.2,24,30.0,7,8.800000000000002,2010,2020,02M300,M300,"Urban Assembly School of Design and Construction,",310200011300,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,Meredith Matson,Principal,212-586-0981,212-586-1731,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
60,Total Cohort,02M303,FACING HISTORY SCHOOL  THE,2005,105,47,44.8,47,44.8,100.0,0,0.0,0.0,47,44.8,100.0,0,0.0,0.0,35,33.3,20,19.0,2009,2020,02M303,M303,"Facing History School, The",310200011303,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,Dana Panagot,Principal,212-757-2680,212-757-2156,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
61,Total Cohort,02M303,FACING HISTORY SCHOOL  THE,2006,71,34,47.9,34,47.9,100.0,0,0.0,0.0,34,47.9,100.0,0,0.0,0.0,21,29.6,14,19.7,2010,2020,02M303,M303,"Facing History School, The",310200011303,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272.0,218160.0,-73.9927,40.765474,104.0,3.0,13500.0,1010790029.0,MN15,Clinton,Dana Panagot,Principal,212-757-2680,212-757-2156,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",104.0,18.0,0.07106605857470874,1777,2.747474106586873,JJ Food  Market,Manhattan
62,Total Cohort,02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT,2005,70,50,71.40000000000002,41,58.6,82.0,2,2.9,4.0,39,55.7,78.0,9,12.9,18.0,8,11.4,9,12.9,2009,2020,02M305,M305,"Urban Assembly Academy of Government and Law, The",310200011305,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2005-07-01T00:00:00.000,Open,M445,350 GRAND STREET,NY,987208.0,200619.0,-73.989329,40.717329,103.0,1.0,1800.0,1004080030.0,MN27,Chinatown,Andrea Brand,I.A. Principal,212-505-0745,212-674-8021,2,2,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",103.0,7.0,0.03570183120182531,2866,2.0663891975136517,LEE HEYWARD GROCERY INC,Manhattan
